name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
GS건설,A006360,"1969년 락희개발(주)로 설립되었으며, 인프라, 건축, 주택신축판매, 플랜트, 전력 및 해외종합건설업 등을 주요 사업으로 함.  인프라산업 분야에서 다수의 도로, 철도, 수자원, 항만, 단지, 지하시설 등의 사회 Infra 건설을 수행하였음.   베트남시장의 조기진출 및 사업 선점을 통한 신도시 개발사업을 진행하고 있으며, 싱가포르에서도 우수한 기술력과 경험을 바탕으로 다수의 지하철공사를 수행 중임. 2020년 6월 전년동기 대비 연결기준 매출액은 3.6% 감소, 영업이익은 15.4% 감소, 당기순이익은 22.8% 감소. 매출액이 감소하였으나 판매비와 관리비나 인건비 등의 영업비용 역시 대폭 절감하였음. 다만 영업이익은 감소하였고 최종적으로 당기순이익 역시 하락하였음. 주택산업의 경우 부동산 규제 정책 등 시장여건 변동에 따라 조정 단계에 접어들 것으로 보이며, 신도시 개발 전까지 지속 감소할 것으로 보임.","7,673","53,836","1,381,841","5,535","2,924.30","3,242.61",5.61,6.53,19.81,4.17,5.03,7.14,11.79,11.41,4.70,3.22,1.93,1.99,1.19,1.09,1.00
GS글로벌,A001250,"1954년 국제무역을 전문으로 하는 금성산업라는 이름으로 설립됨. 1975년에 쌍용으로 상호가 변경되었고, 2009년 7월에 GS로 대주주가 변경되며 현재의 상호를 사용함. 무역/유통, 물류, 제조, 개발및기타 등 총 4개의 사업부문으로 구성됨. 트레이딩 사업은 소비재 보다는 철강, 석유화학 등 산업재 비중이 높으며, 중국, 미국, 유럽 등 주요 수출국의 경기변동 및 원자재 시황, 환율변동 등 거시 경제 변수에 민감한 영향 받음.제조부문의 매출이 늘었으나, 코로나19로 인한 국제 물동량 감소로 무역/유통부문의 매출이 큰폭으로 줄어들어 2020년 상반기 매출액은 전년동기 대비 29.0% 감소함. 외형축소에도 불구하고 물류부문의 수익성 개선과 개발사업의 적자 감소로 영업이익은 소폭 증가함. Trading 사업의 고도화를 위해 Value Chain 투자, 전략 공급선 제휴를 통한 포트폴리오 재편을 추진해 수익성 개선이 전망됨.",583,"56,533","1,381,841",-207,"2,581.43","3,242.61",N/A,28.06,19.81,7.15,9.02,7.14,-4.61,2.88,4.70, ,1.64,1.99,1.17,0.84,1.00
GS리테일,A007070,"전력 및 통신용전선과 케이블 판매를 목적으로 1971년 금성전공(주)라는 사명으로 설립되었으며, 두 차례 상호변경을 거쳐 2005년 GS리테일로 상호를 변경함. 지에스그룹에 속한 계열회사로서, 2020년 반기말 현재 지에스그룹에는 69개의 국내계열회사가 존재. 상장사는 당사를 포함하여 총 7개사가 있음. 동사의 주요 사업은 소매유통업으로 편의점 GS25, 슈퍼마켓 GS수퍼헬스 앤 뷰티 스토어를 운영하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 0.9% 감소, 영업이익은 50.3% 증가, 당기순이익은 56.2% 증가. 2020년 반기 누계 매출은 4조 3,526억원으로 전년 동기 대비 -0.9% 감소, 부문별로 보면 편의점 부문은 1.5% 증가, 수퍼 부문은 -13.3% 감소함. 헬스 앤 뷰티 시장은 꾸준한 성장세이지만, 2020년 코로나19로 인해 외국인 고객이 많은 주요 상권을 중심으로 매출이 다소 부진한 모습을 보임.","2,388","56,533","1,381,841","1,729","2,581.43","3,242.61",22.70,28.06,19.81,6.79,9.02,7.14,6.25,2.88,4.70,1.91,1.64,1.99,0.41,0.84,1.00
HDC,A012630,"2018년 현대개발산업(주)의 인적분할을 통해 HDC그룹의 지주사로 전환하여, 35개의 계열회사 보유하고 있음. 주요 종속 회사로 현대EP, 아이서비스, 아이앤콘스, 현대아이파크몰, 영창뮤직 등이 있음. HDC그룹의 지주회사로서 창사 이래 이어져온 디벨로퍼 DNA를 바탕으로 독창적 가치를 창조. 종합부동산업, 자산관리, 첨단신소재, IT, 유통, 호텔, 리조트, 문화, 스포츠 등 다양한 영역의 사업자 회사를 보유함.2020년 6월 전년동기 대비 연결기준 매출액은 93.9% 증가, 영업이익은 189.9% 증가, 당기순이익은 28.9% 감소. 2분기 건설부문 실적 개선으로 매출액이 크게 증가함. 원가율 또한 잘 관리되어 영업이익도 급증함. 올해는 아이파크몰, 신라면세점의 실적부진이 예상되고 있으며, 아이콘트롤스로부터의 지분인수를 위한 산업개발 유상증자 초과청약으로 인해 현금자산 크게 줄어듦.","1,281","421,978","1,381,841","4,295","3,122.72","3,242.61",2.57,8.13,19.81,8.98,3.31,7.14,12.58,7.07,4.70,1.81,3.54,1.99,1.29,0.85,1.00
HDC아이콘트롤스,A039570,"동사는 HDC 그룹 계열 소속으로 스마트홈, 스마트빌딩(IBS), SOC, M&E,의 4개 사업부문으로 구성되어 있음. 자체적으로 홈네트워크 관련 특화 시스템을 개발하여 차별화된 기술과 품질로 대외적으로 인정받고 있으며, 폭넓은 영업력으로 고객을 확보하고 있음. 동사가 영위하고 있는 건설과 IT융합시장은 전반적인 건설산업의 침체에도 불구하고,  빠르게 성장하고 있는 추세임.2020년 6월 전년동기 대비 연결기준 매출액은 48.1% 증가, 영업이익은 90.1% 증가, 당기순이익은 41% 증가. 스마트홈 매출이 전년대비 크게 성장하면서 외형증가에 기여하였으며, 원가 개선효과로 수익성이 증가하였으며, 향후 스마트홈 사업에 대한 매출 성장성이 기대됨. 동사의 항공 관련 신사업 진출 무산으로 관계사 지분 매각대금인 현금성 자산을 그대로 보유중임.",130,"53,836","1,381,841",-358,"2,924.30","3,242.61",N/A,6.53,19.81,12.82,5.03,7.14,-3.13,11.41,4.70,3.21,1.93,1.99,0.96,1.09,1.00
HDC현대EP,A089470,"동사는 2000년 1월 설립되어 2006년 7월 유가증권시장에 상장됨.  석유화학 산업으로부터 PP, PE 등의 주요 원료를 조달하여 자동차, 전기/전자, 소비재 및 건설 산업용 용도에 특화되어 있는 플라스틱 소재를 생산, 공급하는 사업을 영위중임. 2010년 4월부터 SM 등의 원료를 조달하여 전기/전자, 소비재 및 건설 산업용으로 사용되는범용 플라스틱 소재(PS, EPS)를 생산, 공급하는 PS사업부문을 신규로 운영중임.2020년 6월 전년동기 대비 연결기준 매출액은 25.4% 감소, 영업이익은 17.7% 감소, 당기순이익은 2.8% 증가. 원가 절감 노력에도 매출 부진 영향으로 영업이익은 감소세를 보임. 동사가 개발한 바이오플라스틱 소재가 유럽 친환경 인증인 오케이바이오베이스드에서 원스타, 투스타 등급을 각각 획득함. 다양한 친환경 소재를 적극적으로 개발해 친환경 소재 산업을 선도하는 기업으로 성장할 것임.",341,"127,272","1,381,841",413,"2,568.61","3,242.61",12.13,39.30,19.81,5.04,9.52,7.14,4.66,2.71,4.70,2.40,1.32,1.99,0.96,1.00,1.00
HDC현대산업개발,A294870,"동사는 건설 및 부동산 개발운영업을 영위함. 동사가 수행하는 건설공사는 크게 자체공사와 도급공사로 나뉨 자체공사는 토지를 직접 매입해 시행과 시공을 병행하는 개발형 주택 사업임. 도급공사는 발주처로부터 수주해 시공하는 형태로 일반건축, 토목, 외주주택 등으로 구분됨. 매출구성은 외주주택이 72.51%로 가장 큰 비중을 차지하고 있으며, 자체공사가 15.35%를 차지.2020년 6월 전년동기 대비 연결기준 매출액은 15.7% 감소, 영업이익은 4.3% 감소, 당기순이익은 12.8% 감소. 동사는 임대사업 비중을 늘리려고 했으나 정부의 종부세 인상 영향으로 분양으로 전환할 가능성이 높은 상황임.  동사의 원재료는 철근(18.9%), 레미콘(19.5%), 공조장비(4.6%), 조명기구(4.3%) 등으로 구성됨. 동사의 실적은 개발 중인 자원 프로젝트 성공시 실적 레벨-업이 가능할 전망임.","5,515","53,836","1,381,841","9,415","2,924.30","3,242.61",2.53,6.53,19.81,1.95,5.03,7.14,20.30,11.41,4.70,2.10,1.93,1.99,1.05,1.09,1.00
HMM,A011200,"동사는 컨테이너 운송, 벌크화물 운송 등을 주요사업으로 영위하는 세계적인 종합 해운 물류기업임. 1976년 유조선 3척의 운항을 시작으로, 컨테이너선, 벌크선, 광탄선, 중량화물선, 특수제품선 등 신사업에 적극 진출하여 경쟁력을 강화하는 당 다각화된 사업 영역을 영위하고 있음. 방대한 글로벌 네트워크, 해운 전문인력의 숙련된 선박 운영과 정확한 시황 예측, 글로벌 IT시스템을 바탕으로 해운업계에서 최고 수준의 경쟁력을 갖춤.2020년 6월 전년동기 대비 연결기준 매출액은 0.9% 감소, 영업이익 흑자전환, 당기순손실은 90.1% 감소. 2020년 2분기 컨테이너선 시장은 1분기부터 지속 중인 COVID-19의 여파로 전년대비 물동량이 감소했으나, 선사들의 적극적인 선복 공급량 조절 노력으로 운임이 안정화되었고, 특히 미주 시장이 활황을 보임. 동사는 시장 변동에 따른 항로합리화에 적극 나서는 동시에 고채산화물 집하 극대화에 집중할 예정임.","-2,997","11,408","1,381,841","-1,853","-1,438.47","3,242.61",N/A,N/A,19.81,27.88,9.00,7.14,-55.46,-7.92,4.70, ,0.82,1.99,1.00,0.83,1.00
HSD엔진,A082740,"동사는 종합엔진 생산전문업체로 선박엔진사업 및 디젤발전사업, 부품판매사업, 환경오염방지시설업을 주요사업으로 영위 중임. 동사는 세계 2위의 저속엔진 시장점유율(평균 20%)을 유지하고 있으며, 한국 3개 엔진업체가 전세계 엔진의 평균 50% 이상을 생산함. 국제해사기구(IMO) 유해가스 기준에 대응할 수 있는 차세대 친환경 디젤엔진의 개발 및 고효율 선박 기자재 개발 추진 등 미래 신성장 동력의 발굴을 적극 추진하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 63.4% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 부품판매시장은 원천기술사와 경쟁 및 유사품 시장의 존재로 선박엔진 점유율보다는낮지만 수주 활성화 영업전략 추진을 통해 매출 증가 및 점유율 개선이 진행되고 있음. 환경 규제 강화 및 Eco-ship 니즈 증가에 따라 이중연료 엔진 등의 친환경ㆍ고효율 기자재 수요는 더욱 증가될 것으로 예상됨.",-218,"33,922","1,381,841","-1,258",681.26,"3,242.61",N/A,44.35,19.81,N/A,8.57,7.14,-19.76,2.41,4.70, ,1.87,1.99,1.19,0.99,1.00
JB금융지주,A175330,"2013년 전북은행의 주주로부터 주식 이전 방법으로 설립된 금융지주회사로 자회사 등에 대하여 경영관리업무와 이에 부수하는 자금지원, 자금조달 업무 등을 영위함. 전북은행과 광주은행은 지역에 대한 깊이 있는 이해 및 친화력을 바탕으로 역내 점유율 확대를 지속적으로 추진. 비은행권 부문에서 JP우리캐피탈및 JB자산운용이 있음. 광주은행은 2020년 4월 베트남 소재 MSGS(모건스탠리게이트웨이증권회사)를 인수하였음.2020년 6월 전년반기 대비 연결기준 매출액 2.3% 감소, 영업이익 4.2% 감소, 당기순이익 7.8% 감소. 순익이 감소한 이유는 코로나 대비 일회성 충당금 150억원을 적립했기때문임. 하지만 2분기 NIM은 3bp 하락으로 방어하였고, 전분기비 대출이 1.4% 증가하면서 순이자이익은 1.4% 증가하였음. 또한 2분기 판관비도 전분기비 6.7% 절감하였고, JB우리캐피탈이 2분기 순익 290억원을 기록하면서 실적 선방하였음.","4,849","421,978","1,381,841","1,736","3,122.72","3,242.61",3.16,8.13,19.81, ,3.31,7.14,10.36,7.07,4.70,5.46,3.54,1.99,0.58,0.85,1.00
JW생명과학,A234080,"전문의약품에 속하는 수액을 전문으로 생산 및 판매하는 기업으로, 1994년 5월 중외화학으로 설립되어 2011년 3월 JW생명과학으로 사명 변경. 동사의 계열회사는 2020년 3월 말 기준으로 동사 포함 총 17개이며, 지주회사인 JW홀딩스 외 JW중외제약, JW신약, JW메디칼 등이 있음. 동사의 3세대 영양수액제는 아시아 최초로 유럽시장 진출에 성공하였음.2020년 6월 전년동기 대비 연결기준 매출액은 13.7% 증가, 영업이익은 25.5% 증가, 당기순이익은 26.9% 증가. 2020년 반기 보건산업은 COVID-19으로 인한 글로벌 공급망 훼손, 글로벌 경기 둔화, 유가급락, 금융시장 변동성 확대 등 여건의 악화에도 주력산업 및 신수출성장동력 산업 대비 견조한 성장세를 이어가고 있음. 기초수액제는 약가인하 우려가 없어 기대 수익이 안정적이므로 향후 사업은 지속될 것으로 기대됨.",297,"12,671","1,381,841","1,385","2,874.08","3,242.61",14.29,79.31,19.81,8.42,38.92,7.14,18.92,5.38,4.70,2.53,0.20,1.99,0.61,0.97,1.00
JW중외제약,A001060,"동사는 1945년 8월 설립되어 의약품의 연구, 개발, 제조, 판매를 주요 사업으로 하며 1976년 유가증권시장에 상장함.  계열회사는 동사를 포함하여 총 15개로 JW홀딩스, JW생명과학, JW신약 등이 있음.  2019년 8월 베트남 소재 Euvipharm을 인수하여 이머징시장을 타켓으로 시장을 확대함. 이어 독자적인 R&D 역량을 높이기 위해 11월 C&C 신약연구소 지분을 전액 인수함.2020년 6월 전년동기 대비 연결기준 매출액은 0.4% 증가, 영업이익 적자전환, 당기순손실은 251.6% 증가. 동사는 매출이 소폭 증가했으나 원가율 상승과 판관비 증가의 영향으로 적자 전환함. Wnt 작용기전을 통해 탈모치료제와 피부재생 관련 임상연구가 활발히 진행 중이며 면역질환치료제, 줄기세포치료제 등 신약후보물질을 발굴함. 급성골수성백혈병, 다발성골수종, 폐암 동물시험에서 우수한 데이터를 도출함.",-190,"12,671","1,381,841","-1,125","2,874.08","3,242.61",N/A,79.31,19.81,579.22,38.92,7.14,-10.31,5.38,4.70,1.07,0.20,1.99,1.14,0.97,1.00
JW홀딩스,A096760,"2007년 JW중외제약의 투자사업부문과 해외사업부문 등을 인적 분할하여 설립된 지주회사임. 의약품도소매 및 수출입업, 부동산임대, 브랜드 및 지적재산권 라이선스업, 투자경영자문 및 컨설팅업 등을 목적으로 함. 국내외에 JW중외제약, JW생명과학, JW Healthcare Philippines 등 15개의 연결대상종속회사 보유함. JW홀딩스의 주요 상품으로는 프리페넴, 영양수액, 이트라코나졸, 메로페넴이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 4.4% 증가, 영업이익은 8.1% 감소, 당기순손실은 52.5% 감소.  COVID-19으로 인한 여파로 보건, 제약산업의 수출 증가량은 진단키트 등에 힘입어 매출 증가를 견인하고 있음. 동사 자회사인 JW중외제약을 통해 통풍치료제 기술수출 계약을 체결했으며, 국내 최초로 베트남 현지 제약사를 인수하여 파머징 시장 공략에 나서는 등 글로벌 경쟁력 강화를 통한 해외 진출이 진행중임.",27,"421,978","1,381,841",-503,"3,122.72","3,242.61",N/A,8.13,19.81,24.32,3.31,7.14,-20.18,7.07,4.70,1.38,3.54,1.99,1.17,0.85,1.00
KB금융,A105560,"2008년 설립된 KB금융그룹의 지주회사로, 업계 선두권의 시장지위와 높은 브랜드 인지도를 바탕으로 은행, 카드, 증권, 생명보험, 손해보험, 저축은행 등 다양한 사업을 영위. 2020년 1분기말 기준 국내 원화예수금 21.4%, 원화대출금 20.3%으로 업계 1위 점유율을 가진 국민은행이 대표적 종속기업임. 2020년 8월 푸르덴셜생명 인수확정됨. 인수가격은 2조 2,650억원으로 지분 100%를 일시 매입하는 구조임.2020년 6월 전년반기 대비 연결기준 매출액 20.3% 증가, 영업이익은 1.6% 감소, 당기순이익은 6.8% 감소. 1분기에 기타영업손실로 순익 감소폭이 컸으나, 금융시장이 안정되면서 유가증권 관련 이익이 회복 되어 2분기 순이익은 전분기 대비 34.6% 증가하였음. 전분기대비 2분기 NIM은 -10bp(은행은 -6bp)로 상대적으로 마진하락 폭이 컸으나, 대출성장률은 2.4%로 견조한 여신성장 이어지고 있음.","44,906","421,978","1,381,841","7,923","3,122.72","3,242.61",6.01,8.13,19.81, ,3.31,7.14,8.92,7.07,4.70,4.64,3.54,1.99,0.84,0.85,1.00
